aired_at,duration,client_name,channel_name,city_name,campaign_name,brand_name,video_path,thumbnail_path
2015-12-21T02:52:54:000000Z,20.00,"GK Tobacco Industries Pvt Ltd",IBN7,Rajasthan,"Zafri Pan Masala","Zafri Pan Masala",http://amagicloud.s3.amazonaws.com/archive/2015-12-21/IB/MA/6IH72M09308S_082254_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-21/IB/MA/6IH72M09308S_082254_20.jpg
2015-12-13T03:12:00:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News","Jammu Kashmir","Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-13/ZN/SG/1MK39I7068F0_084200_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-13/ZN/SG/1MK39I7068F0_084200_10.jpg
2015-12-04T06:56:25:000000Z,20.00,"FERRERO INDIA PVT. LTD.",IBN7,Maharashtra,"KJ Ei7 Suste   ","Kinder Joy",http://amagicloud.s3.amazonaws.com/archive/2015-12-04/IB/MU/75KAJFEI4548_122625_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-04/IB/MU/75KAJFEI4548_122625_20.jpg
2015-12-08T08:50:05:000000Z,10.00,"Nova and Company","Zee TV","Madhya Pradesh","Nova Cream","Nova Cream",http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZT/BH/1YK6GR7IW4FB_142005_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZT/BH/1YK6GR7IW4FB_142005_10.jpg
2015-12-19T10:55:55:000000Z,20.00,"Padam Motors Pvt. Ltd.","Zee News",PHCHP,"Padam Motors","Padam Motors",http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZN/LD/45M69LIMO1EO_162555_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZN/LD/45M69LIMO1EO_162555_20.jpg
2015-12-10T14:24:34:000000Z,30.00,"Incepta Pharmaceuticals Limited","Zee Bangla",Bangladesh,"Rozen 28","Rozen 28",http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZA/BD/XEM521RJW312_195434_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZA/BD/XEM521RJW312_195434_30.jpg
2015-12-16T02:56:18:000000Z,20.00,"GK Tobacco Industries Pvt Ltd","Zee News",Rajasthan,"Zafri Pan Masala","Zafri Pan Masala",http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZN/MA/6IH72M09308S_082618_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZN/MA/6IH72M09308S_082618_20.jpg
2015-12-09T10:21:09:000000Z,15.00,"Indofil Industries Limited","Zee News",MadhyaPradesh,"Indofil Industries","Indofil Industries",http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZN/JP/52Y937OYMVQE_155109_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZN/JP/52Y937OYMVQE_155109_15.jpg
2015-12-09T07:44:05:000000Z,5.00,"Slanzer Technology Private Limited",IBN7,Delhi,"Slanzer Gadgets","Slanzer Gadgets",http://amagicloud.s3.amazonaws.com/archive/2015-12-09/IB/MA/6QR1FQYL1I90_131405_5.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/IB/MA/6QR1FQYL1I90_131405_5.jpg
2015-12-03T13:10:26:000000Z,20.00,"Anchor Health and Beauty Care Pvt. Ltd.",IBN7,Punjab,"Anchor Health Care","Anchor Toothpaste",http://amagicloud.s3.amazonaws.com/archive/2015-12-03/IB/LD/84LCB6ZVFIUH_184026_19.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-03/IB/LD/84LCB6ZVFIUH_184026_19.jpg
2015-12-14T16:39:21:000000Z,30.00,"Idea Cellular Limited",IBN7,Delhi,"Idea Cellular",IDEA,http://amagicloud.s3.amazonaws.com/archive/2015-12-14/IB/DL/88I05ONW998T_220921_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-14/IB/DL/88I05ONW998T_220921_30.jpg
2015-12-16T07:16:48:000000Z,15.00,"Indofil Industries Limited","Zee News",Bihar,"Indofil Industries","Indofil Industries",http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZN/PT/52Y937RQL1DL_124648_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZN/PT/52Y937RQL1DL_124648_15.jpg
2015-12-01T04:47:02:000000Z,5.00,"Planet Nutrition Pvt. Ltd.","Zee Cinema",DTH,"Planet Nutrition","FB Nutrition",http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZC/MA/6CWCD373GC7W_101702_5.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZC/MA/6CWCD373GC7W_101702_5.jpg
2015-12-22T07:46:29:000000Z,20.00,"Pepsico India Holdings Private Limited","Zee TV",Punjab,Tropicana,Tropicana,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZT/LD/2DD28JJQKBC1_131629_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZT/LD/2DD28JJQKBC1_131629_20.jpg
2015-12-07T02:52:26:000000Z,30.00,"Wipro Enterprises Ltd. Consumer Care And Lighting Div","Zee Cinema",Gujarat,Wipro_HBL,"Santoor Hand and Body Lotion",http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZC/AM/122CGX9NZY60_082226_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZC/AM/122CGX9NZY60_082226_30.jpg
2015-12-18T06:20:12:000000Z,10.00,"Nova and Company","Zee TV","Madhya Pradesh","Nova Cream","Nova Cream",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZT/BH/1YK6GR7IW4FB_115012_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZT/BH/1YK6GR7IW4FB_115012_10.jpg
2015-12-21T14:26:41:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.",IBN7,DTH,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-21/IB/MA/1MK39I7CI95W_195641_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-21/IB/MA/1MK39I7CI95W_195641_10.jpg
2015-12-20T09:51:46:000000Z,15.00,"Hindustan Unilever Limited","Zee TV",Chattisgarh,"HUL_Vim Bar","Vim Bar",http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZT/RP/8CYE6DWQP5G8_152146_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZT/RP/8CYE6DWQP5G8_152146_15.jpg
2015-12-22T07:51:13:000000Z,25.00,"Vini Cosmetics Pvt. Ltd.","Zee Bangla",Bangladesh,"Vini Cosmetics",Fogg,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZA/BD/7JQQPUB08YLY_132113_25.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZA/BD/7JQQPUB08YLY_132113_25.jpg
2015-12-16T13:13:27:000000Z,20.00,"GK Tobacco Industries Pvt Ltd","Zee News",Rajasthan,"Zafri Pan Masala","Zafri Pan Masala",http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZN/MA/6IH72M09308S_184327_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZN/MA/6IH72M09308S_184327_20.jpg
2015-12-08T01:52:31:000000Z,20.00,"FERRERO INDIA PVT. LTD.","Zee News",Maharashtra,"KJ Ei7 Suste   ","Kinder Joy",http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZN/MU/75KAJFEI4548_072231_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZN/MU/75KAJFEI4548_072231_20.jpg
2015-12-12T04:46:58:000000Z,15.00,"Hindustan Unilever Limited","Zee TV",Bihar,"HUL_Vim Bar","Vim Bar",http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZT/PT/8CYE6DUX7NFO_101658_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZT/PT/8CYE6DUX7NFO_101658_15.jpg
2015-12-11T12:55:57:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News",Bangalore,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/BA/1MK39I6BOGCN_182557_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/BA/1MK39I6BOGCN_182557_10.jpg
2015-12-09T10:07:57:000000Z,20.00,"Anchor Health and Beauty Care Pvt. Ltd.","Zee Cinema",Punjab,"Anchor Health Care","Anchor Toothpaste",http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZC/LD/52HHLLNHH8BP_153757_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZC/LD/52HHLLNHH8BP_153757_20.jpg
2015-12-16T07:16:24:000000Z,20.00,"Fena Pvt Limited","Zee TV",Punjab,Fena,Fena,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZT/LD/6PGRYK1WG1O2_124624_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZT/LD/6PGRYK1WG1O2_124624_20.jpg
2015-12-03T12:35:19:000000Z,5.00,"Planet Nutrition Pvt. Ltd.","Zee Cinema",DTH,"Planet Nutrition","FB Nutrition",http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZC/MA/6CWCD373GC7W_180519_5.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZC/MA/6CWCD373GC7W_180519_5.jpg
2015-12-17T06:17:47:000000Z,20.00,"Johnson And Johnson Limited","Zee TV","North East","FFW India Film","Clean and Clear Foaming Wash",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/GW/1BNQLNHHTEZR_114747_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/GW/1BNQLNHHTEZR_114747_20.jpg
2015-12-22T08:26:00:000000Z,20.00,"Padam Motors Pvt. Ltd.",IBN7,PHCHP,"Padam Motors","Padam Motors",http://amagicloud.s3.amazonaws.com/archive/2015-12-22/IB/LD/2ZKE1D8YQZSW_135600_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/IB/LD/2ZKE1D8YQZSW_135600_20.jpg
2015-12-11T06:44:10:000000Z,10.00,"Muntaha Foods Pvt Ltd",IBN7,Punjab,"Muntaha Foods","Ground Fresh Masalay",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/IB/LD/4QBPDHEE2TP7_121410_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/IB/LD/4QBPDHEE2TP7_121410_10.jpg
2015-12-20T04:21:30:000000Z,10.00,"Nova Dairy","Zee TV",Bihar,"Nova Dairy","Nova Dairy",http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZT/PT/2SB5S38JI3JI_095130_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZT/PT/2SB5S38JI3JI_095130_10.jpg
2015-12-02T06:52:54:000000Z,20.00,"Pepsico India Holdings Private Limited","Zee TV","Uttar Pradesh",Tropicana,Tropicana,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZT/KP/2DD28JLO6X87_122254_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZT/KP/2DD28JLO6X87_122254_20.jpg
2015-12-01T06:43:17:000000Z,10.00,"Camey Synthetics Pvt Ltd.","Zee News",DTH,"Camey Synthetics","Camey Synthetics",http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZN/MA/5G37VRZZGFPL_121317_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZN/MA/5G37VRZZGFPL_121317_10.jpg
2015-12-15T06:22:42:000000Z,30.00,"Idea Cellular Limited",IBN7,Delhi,"Idea Cellular",IDEA,http://amagicloud.s3.amazonaws.com/archive/2015-12-15/IB/DL/88I05ONW998T_115242_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-15/IB/DL/88I05ONW998T_115242_30.jpg
2015-12-09T02:15:02:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News",Orissa,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZN/BU/1MK39I7YZ3TA_074502_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZN/BU/1MK39I7YZ3TA_074502_10.jpg
2015-12-17T07:25:06:000000Z,20.00,"Hindustan Unilever Limited","Zee TV",Assam,"HUL Lux Soap","Lux Toilet Soap",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/GW/3SECQ1MK57LN_125506_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/GW/3SECQ1MK57LN_125506_20.jpg
2015-12-19T16:52:57:000000Z,10.00,"Marvellous India Pvt. Ltd.","Zee News","West Bengal","Marvellous_Chiraj Appliances","Jaipan Water Heater",http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZN/KO/UP2SGWC35OS8_222257_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZN/KO/UP2SGWC35OS8_222257_10.jpg
2015-12-11T03:55:02:000000Z,10.00,"Amagi Media Labs Pvt Ltd",IBN7,"All India DTH","Amagi Filler_IBN7","Amagi Media",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/IB/MA/2YKTJJBDSBOZ_092502_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/IB/MA/2YKTJJBDSBOZ_092502_10.jpg
2015-12-09T17:26:41:000000Z,20.00,"Johnson And Johnson Limited","Zee TV",Bihar,"Holiday Plan_Rev",Benadryl,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZT/PT/1PPJLC4LLMJH_225641_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZT/PT/1PPJLC4LLMJH_225641_20.jpg
2015-12-15T07:22:45:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News",Orissa,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZN/BU/1MK39I7YZ3TA_125245_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZN/BU/1MK39I7YZ3TA_125245_10.jpg
2015-12-13T06:07:42:000000Z,20.00,"Richfeel Health and Beauty Pvt Ltd","Zee News",Mumbai,Richfeel,Richfeel,http://amagicloud.s3.amazonaws.com/archive/2015-12-13/ZN/MU/4FN7X2N6FEBP_113742_19.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-13/ZN/MU/4FN7X2N6FEBP_113742_19.jpg
2015-12-09T13:52:12:000000Z,25.00,"Dollar Industries","Zee Cinema",DTH,"Dollar Industries",Dollar,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZC/MA/6KXNSM8IA9E6_192212_25.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZC/MA/6KXNSM8IA9E6_192212_25.jpg
2015-12-02T05:15:13:000000Z,30.00,"FERRERO INDIA PVT. LTD.","Zee Cinema",Maharashtra,"KJ Ei7 Suste   ","Kinder Joy",http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZC/MU/75KAJFFDHZLT_104513_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZC/MU/75KAJFFDHZLT_104513_30.jpg
2015-12-11T02:44:43:000000Z,20.00,"FERRERO INDIA PVT. LTD.","Zee Cinema",Maharashtra,"KJ Ei7 Suste   ","Kinder Joy",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZC/MU/75KAJFEI4548_081443_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZC/MU/75KAJFEI4548_081443_20.jpg
2015-12-11T18:27:52:000000Z,10.00,"LOreal India Pvt. Ltd.","Zee Cinema",Maharashtra,"LP_Range Sachet ","LOREAL PARIS",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZC/MU/6OS0MWXVUAC0_235752_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZC/MU/6OS0MWXVUAC0_235752_10.jpg
2015-12-08T04:56:37:000000Z,20.00,"Pepsico India Holdings Private Limited","Zee TV",Rajasthan,Tropicana,Tropicana,http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZT/JP/2DD28JJLD69T_102637_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZT/JP/2DD28JJLD69T_102637_20.jpg
2015-12-18T02:19:31:000000Z,10.00,"Amagi Media Labs Pvt Ltd",IBN7,"All India DTH","Amagi Filler_IBN7","Amagi Media",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/IB/MA/2YKTJJBDSBOZ_074931_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/IB/MA/2YKTJJBDSBOZ_074931_10.jpg
2015-12-11T17:20:07:000000Z,10.00,"Planet Nutrition Pvt. Ltd.","Zee News",DTH,"Planet Nutrition","FB Nutrition",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/MA/6CWCD35ZRHWE_225007_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/MA/6CWCD35ZRHWE_225007_10.jpg
2015-12-10T02:24:21:000000Z,5.00,"Samplast Paints Limited","Zee News",PHCHP,"Samplast Paints","Samplast Paints",http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZN/LD/4WSL1S75Z5IC_075421_5.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZN/LD/4WSL1S75Z5IC_075421_5.jpg
2015-12-12T15:10:46:000000Z,25.00,"Vini Cosmetics Pvt. Ltd.","Zee Bangla",Bangladesh,"Vini Cosmetics",Fogg,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZA/BD/6V6SHH8M0PDP_204046_25.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZA/BD/6V6SHH8M0PDP_204046_25.jpg
2015-12-17T11:15:21:000000Z,30.00,"Idea Cellular Limited","Zee News",Delhi,"Idea Cellular",IDEA,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZN/DL/7LUF2SS1KAFG_164521_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZN/DL/7LUF2SS1KAFG_164521_30.jpg
2015-12-16T16:17:44:000000Z,20.00,"Johnson And Johnson Limited","Zee TV",Bihar,"Holiday Plan_Rev",Benadryl,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZT/PT/1PPJLC4LLMJH_214744_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZT/PT/1PPJLC4LLMJH_214744_20.jpg
2015-12-08T01:46:48:000000Z,15.00,"Indofil Industries Limited","Zee News",Bihar,"Indofil Industries","Indofil Industries",http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZN/PT/52Y937RQL1DL_071648_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZN/PT/52Y937RQL1DL_071648_15.jpg
2015-12-02T09:52:36:000000Z,20.00,"Anchor Health and Beauty Care Pvt. Ltd.",IBN7,Punjab,"Anchor Health Care","Anchor Toothpaste",http://amagicloud.s3.amazonaws.com/archive/2015-12-02/IB/LD/77JR2BS5GO4L_152236_19.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/IB/LD/77JR2BS5GO4L_152236_19.jpg
2015-12-06T03:08:46:000000Z,20.00,"Anchor Health and Beauty Care Pvt. Ltd.","Zee Cinema",Punjab,"Anchor Health Care","Anchor Toothpaste",http://amagicloud.s3.amazonaws.com/archive/2015-12-06/ZC/LD/84LCB6ZVFIUH_083846_19.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-06/ZC/LD/84LCB6ZVFIUH_083846_19.jpg
2015-12-16T12:54:45:000000Z,20.00,"GK Tobacco Industries Pvt Ltd","Zee News",Rajasthan,"Zafri Pan Masala","Zafri Pan Masala",http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZN/MA/6IH72M09308S_182445_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/ZN/MA/6IH72M09308S_182445_20.jpg
2015-12-13T08:45:47:000000Z,30.00,"Idea Cellular Limited",IBN7,Delhi,"Idea Cellular",IDEA,http://amagicloud.s3.amazonaws.com/archive/2015-12-13/IB/DL/7LUF2SS1KAFG_141547_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-13/IB/DL/7LUF2SS1KAFG_141547_30.jpg
2015-12-02T08:06:39:000000Z,20.00,"GK Tobacco Industries Pvt Ltd","Zee Cinema",DTH,"Zafri Pan Masala","Zafri Pan Masala",http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZC/MA/6IH72M12VPAL_133639_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZC/MA/6IH72M12VPAL_133639_20.jpg
2015-12-04T07:55:50:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News",Punjab,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZN/LD/1MK39I4M3JP4_132550_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZN/LD/1MK39I4M3JP4_132550_10.jpg
2015-12-02T11:56:35:000000Z,10.00,"Planet Nutrition Pvt. Ltd.","Zee News",DTH,"Planet Nutrition","FB Nutrition",http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZN/MA/6CWCD35ZRHWE_172635_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZN/MA/6CWCD35ZRHWE_172635_10.jpg
2015-12-17T05:45:24:000000Z,10.00,"Muntaha Foods Pvt Ltd",IBN7,Punjab,"Muntaha Foods","Ground Fresh Masalay",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/IB/LD/4QBPDHEE2TP7_111524_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/IB/LD/4QBPDHEE2TP7_111524_10.jpg
2015-12-07T07:24:40:000000Z,30.00,"BBC World",IBN7,"Madhya Pradesh","BBC Dunia","BBC Dunia",http://amagicloud.s3.amazonaws.com/archive/2015-12-07/IB/BH/553CNXO7BLGB_125440_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/IB/BH/553CNXO7BLGB_125440_30.jpg
2015-12-17T11:49:38:000000Z,30.00,"Johnson And Johnson Limited","Zee TV","West Bengal","JNJ Baby Cream New Pack","Baby Cream",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/KO/2GJZW14O6B88_171938_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/KO/2GJZW14O6B88_171938_30.jpg
2015-12-16T10:07:39:000000Z,20.00,"Canary Apparels Pvt Ltd.",IBN7,"Uttar Pradesh","Canary London","Canary Apparels Pvt Ltd.",http://amagicloud.s3.amazonaws.com/archive/2015-12-16/IB/UR/2MW1R3UZ8SZ3_153739_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/IB/UR/2MW1R3UZ8SZ3_153739_20.jpg
2015-12-11T02:55:16:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News",Bangalore,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/BA/1MK39I6BOGCN_082516_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/BA/1MK39I6BOGCN_082516_10.jpg
2015-12-21T08:49:35:000000Z,10.00,"Hindustan Unilever Limited","Zee TV","Uttar Pradesh",HUL_Huggies,"Huggies Pants",http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZT/UR/7BRV7VQO1POX_141935_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZT/UR/7BRV7VQO1POX_141935_10.jpg
2015-12-12T09:17:02:000000Z,10.00,"Indofil Industries Limited","Zee News",Bihar,"Indofil Industries","Indofil Industries",http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZN/PT/52Y937OETN2J_144702_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZN/PT/52Y937OETN2J_144702_10.jpg
2015-12-15T16:57:17:000000Z,25.00,"Glaxosmithkline Consumer Healthcare Limited","Zee TV",Orissa,"Horlicks Se TV Plan Dec 2015",Horlicks,http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZT/BU/3H2TCJUATUGA_222717_25.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZT/BU/3H2TCJUATUGA_222717_25.jpg
2015-12-16T05:27:19:000000Z,20.00,"Padam Motors Pvt. Ltd.",IBN7,PHCHP,"Padam Motors","Padam Motors",http://amagicloud.s3.amazonaws.com/archive/2015-12-16/IB/LD/88BIG7EJLG3C_105719_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/IB/LD/88BIG7EJLG3C_105719_20.jpg
2015-12-07T13:11:45:000000Z,10.00,"Camey Synthetics Pvt Ltd.","Zee News",DTH,"Camey Synthetics","Camey Synthetics",http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/MA/5G37VRZZGFPL_184145_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/MA/5G37VRZZGFPL_184145_10.jpg
2015-12-15T06:18:34:000000Z,20.00,"Fena Pvt Limited","Zee TV",Punjab,Fena,Fena,http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZT/LD/6PGRYK1WG1O2_114834_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZT/LD/6PGRYK1WG1O2_114834_20.jpg
2015-12-13T09:08:19:000000Z,10.00,"Planet Nutrition Pvt. Ltd.","Zee News",DTH,"Planet Nutrition","FB Nutrition",http://amagicloud.s3.amazonaws.com/archive/2015-12-13/ZN/MA/6CWCD35ZRHWE_143819_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-13/ZN/MA/6CWCD35ZRHWE_143819_10.jpg
2015-12-11T12:52:56:000000Z,20.00,"Richfeel Health and Beauty Pvt Ltd","Zee News",Mumbai,Richfeel,Richfeel,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/MU/4FN7X2N6FEBP_182256_19.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/MU/4FN7X2N6FEBP_182256_19.jpg
2015-12-18T17:57:30:000000Z,15.00,"Rupa and Company Limited","Zee Cinema",DTH,Rupa_MacroMan,"MacroMan Wonder Thermal",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZC/MA/7CVQEKR0KGKM_232730_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZC/MA/7CVQEKR0KGKM_232730_15.jpg
2015-12-04T12:42:48:000000Z,10.00,"Laljee Godhoo and Co.","Zee Cinema",Maharashtra,"LG Hing","L.G. Hing",http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZC/MU/6HC6M5FL03IH_181248_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZC/MU/6HC6M5FL03IH_181248_10.jpg
2015-12-20T13:12:47:000000Z,20.00,"GK Tobacco Industries Pvt Ltd",IBN7,Rajasthan,"Zafri Pan Masala","Zafri Pan Masala",http://amagicloud.s3.amazonaws.com/archive/2015-12-20/IB/MA/6IH72M09308S_184247_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-20/IB/MA/6IH72M09308S_184247_20.jpg
2015-12-09T06:50:50:000000Z,30.00,"Idea Cellular Limited","Zee Cinema",Delhi,"Idea Cellular",IDEA,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZC/DL/7LUF2SS1KAFG_122050_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZC/DL/7LUF2SS1KAFG_122050_30.jpg
